settimana,classe_id,classe,scuola,lab_id,laboratorio,num_incontri_lab
8,76,4A,Liceo Scientifico P. P. Pasolini,4,citizen science,5
10,76,4A,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1
12,76,4A,Liceo Scientifico P. P. Pasolini,4,citizen science,5
13,76,4A,Liceo Scientifico P. P. Pasolini,4,citizen science,5
1,77,4C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
2,77,4C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
3,77,4C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
4,77,4C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
9,77,4C,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1
10,77,4C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
1,78,5AM,Liceo Scientifico P. P. Pasolini,4,citizen science,5
7,78,5AM,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
8,78,5AM,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
10,78,5AM,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1
12,78,5AM,Liceo Scientifico P. P. Pasolini,4,citizen science,5
13,78,5AM,Liceo Scientifico P. P. Pasolini,4,citizen science,5
14,78,5AM,Liceo Scientifico P. P. Pasolini,4,citizen science,5
15,78,5AM,Liceo Scientifico P. P. Pasolini,4,citizen science,5
1,79,5C,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2
2,79,5C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
3,79,5C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
5,79,5C,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
6,79,5C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
8,79,5C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
9,79,5C,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
10,79,5C,Liceo Scientifico P. P. Pasolini,4,citizen science,5
11,79,5C,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2
14,79,5C,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1
1,80,5D,Liceo Scientifico P. P. Pasolini,4,citizen science,5
3,80,5D,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2
4,80,5D,Liceo Scientifico P. P. Pasolini,4,citizen science,5
6,80,5D,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
7,80,5D,Liceo Scientifico P. P. Pasolini,4,citizen science,5
9,80,5D,Liceo Scientifico P. P. Pasolini,4,citizen science,5
10,80,5D,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1
11,80,5D,Liceo Scientifico P. P. Pasolini,4,citizen science,5
14,80,5D,Liceo Scientifico P. P. Pasolini,7,sensibilizzazione discriminazioni di genere,2
15,80,5D,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
1,81,5E,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
3,81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,5
4,81,5E,Liceo Scientifico P. P. Pasolini,5,orientamento e competenze,2
7,81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,5
8,81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,5
9,81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,5
11,81,5E,Liceo Scientifico P. P. Pasolini,8,presentazione manuali,1
12,81,5E,Liceo Scientifico P. P. Pasolini,4,citizen science,5
1,66,3B,Liceo Scientifico Vitruvio Pollione,5,orientamento e competenze,2
3,66,3B,Liceo Scientifico Vitruvio Pollione,5,orientamento e competenze,2
8,66,3B,Liceo Scientifico Vitruvio Pollione,8,presentazione manuali,1
5,67,3M,Liceo Scientifico Vitruvio Pollione,8,presentazione manuali,1
13,67,3M,Liceo Scientifico Vitruvio Pollione,5,orientamento e competenze,2
14,67,3M,Liceo Scientifico Vitruvio Pollione,5,orientamento e competenze,2
2,68,3A,Liceo Scientifico e Linguistico M.Curie,5,orientamento e competenze,2
11,68,3A,Liceo Scientifico e Linguistico M.Curie,5,orientamento e competenze,2
12,68,3A,Liceo Scientifico e Linguistico M.Curie,8,presentazione manuali,1
5,69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
6,69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
7,69,3C,Liceo Scientifico e Linguistico M.Curie,8,presentazione manuali,1
10,69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
13,69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
14,69,3C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
3,70,3D,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
5,70,3D,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
8,70,3D,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
10,70,3D,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
11,70,3D,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
15,70,3D,Liceo Scientifico e Linguistico M.Curie,8,presentazione manuali,1
1,72,5C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
2,72,5C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
6,72,5C,Liceo Scientifico e Linguistico M.Curie,8,presentazione manuali,1
12,72,5C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
13,72,5C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
14,72,5C,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
2,71,5E,Liceo Scientifico e Linguistico M.Curie,8,presentazione manuali,1
6,71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
7,71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
10,71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
12,71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
14,71,5E,Liceo Scientifico e Linguistico M.Curie,4,citizen science,5
