settimana,giorno,data,fascia,classi,scuola,citta,laboratorio,incontro,formatrice
8,04-gio,19/03/2026,9-11,4B,IIS Fermi,Sulmona,orientamento e competenze,2,Anita
8,04-gio,19/03/2026,9-11,"3F,3G",Liceo Scientifico Einstein,Teramo,citizen science,2,Andreea
8,04-gio,19/03/2026,9-11,4CSA,Liceo Scientifico G. Galilei,Pescara,orientamento e competenze,1,Margherita
8,04-gio,19/03/2026,9-11,4C,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Margherita
8,04-gio,19/03/2026,9-11,"4D,4F",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,3,Margherita
8,04-gio,19/03/2026,9-11,4G,Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Anita
8,05-ven,20/03/2026,9-11,4GL,IIS PeanoRosa,Nereto,presentazione manuali,1,Ida
8,05-ven,20/03/2026,9-11,5AL,IIS PeanoRosa,Nereto,presentazione manuali,1,Ida
8,05-ven,20/03/2026,9-11,5F,Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Ida
8,05-ven,20/03/2026,9-11,3B,Liceo Scientifico Vitruvio Pollione,Avezzano,orientamento e competenze,1,Ida
9,01-lun,23/03/2026,8-10,"4B,4C",IIS. E. Mattei,Vasto,citizen science,5,Anita
9,01-lun,23/03/2026,14-16,3AS,Liceo Pascal,Pompei,orientamento e competenze,2,Anita
9,01-lun,23/03/2026,14-16,4CSA,Liceo Scientifico G. Galilei,Pescara,orientamento e competenze,2,Margherita
9,01-lun,23/03/2026,14-16,"5C,5D",Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,2,Margherita
9,02-mar,24/03/2026,8-10,3D,Liceo Scientifico Einstein,Teramo,orientamento e competenze,2,Anita
9,02-mar,24/03/2026,14-16,"4AS,4BS",Liceo Pascal,Pompei,citizen science,3,Ida
9,02-mar,24/03/2026,14-16,3A,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,2,Anita
9,03-mer,25/03/2026,8-10,3O,Liceo Scientifico Leonardo da Vinci,Pescara,sensibilizzazione discriminazioni di genere,2,Anita
9,03-mer,25/03/2026,9-11,"3DSA,3I",Liceo Scientifico G. Galilei,Pescara,orientamento e competenze,2,Ida
9,03-mer,25/03/2026,14-16,4BNO,Lic. Scientifico Bafile,L'Aquila,sensibilizzazione discriminazioni di genere,1,Anita
9,03-mer,25/03/2026,14-16,5DNO,Lic. Scientifico Bafile,L'Aquila,orientamento e competenze,2,Anita
9,04-gio,26/03/2026,14-16,"4BU,4CU",Liceo Pascal,Pompei,citizen science,5,Andreea
9,05-ven,27/03/2026,8-10,4G,Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
9,05-ven,27/03/2026,9-11,"3F,3G",Liceo Scientifico Einstein,Teramo,citizen science,3,Andreea
9,05-ven,27/03/2026,9-11,"4D,4F",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Margherita
9,05-ven,27/03/2026,9-11,4O,Liceo Scientifico Leonardo da Vinci,Pescara,orientamento e competenze,2,Anita
10,01-lun,30/03/2026,9-11,4CI,IIS Amedeo D'Aosta,L'Aquila,citizen science,3,Andreea
10,01-lun,30/03/2026,14-16,3A,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,3,Anita
10,01-lun,30/03/2026,14-16,"5C,5D",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Margherita
10,02-mar,31/03/2026,8-10,"3O,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,1,Anita
10,02-mar,31/03/2026,14-16,4BNO,Lic. Scientifico Bafile,L'Aquila,sensibilizzazione discriminazioni di genere,2,Anita
10,02-mar,31/03/2026,14-16,3ESA,Liceo Pascal,Pompei,presentazione manuali,1,Margherita
10,02-mar,31/03/2026,14-16,4CSA,Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Margherita
10,03-mer,01/04/2026,9-11,4B,Liceo Scientifico Einstein,Teramo,orientamento e competenze,2,Anita
10,03-mer,01/04/2026,14-16,5DNO,Lic. Scientifico Bafile,L'Aquila,presentazione manuali,1,Anita
11,02-mar,14/04/2026,8-10,"3C,3D",Liceo Scientifico e Linguistico M.Curie,Giulianova,citizen science,4,Anita
11,02-mar,14/04/2026,9-11,4B,Liceo Scientifico G. Galilei,Pescara,citizen science,2,Andreea
11,02-mar,14/04/2026,14-16,"4AS,4BS",Liceo Pascal,Pompei,citizen science,4,Ida
11,02-mar,14/04/2026,14-16,3A,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,4,Anita
11,04-gio,16/04/2026,9-11,3C,IIS. E. Mattei,Vasto,orientamento e competenze,1,Ida
11,04-gio,16/04/2026,9-11,"4B,4C",IIS. E. Mattei,Vasto,orientamento e competenze,1,Anita
11,04-gio,16/04/2026,9-11,"3O,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,2,Anita
11,04-gio,16/04/2026,9-11,"4D,4F",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Margherita
11,04-gio,16/04/2026,14-16,"4BU,4CU",Liceo Pascal,Pompei,orientamento e competenze,1,Andreea
12,01-lun,20/04/2026,14-16,4B,Liceo Scientifico G. Galilei,Pescara,citizen science,3,Andreea
12,02-mar,21/04/2026,9-11,4CI,IIS Amedeo D'Aosta,L'Aquila,citizen science,4,Andreea
12,02-mar,21/04/2026,9-11,3C,IIS. E. Mattei,Vasto,orientamento e competenze,2,Ida
12,02-mar,21/04/2026,14-16,"4AS,4BS",Liceo Pascal,Pompei,citizen science,5,Ida
12,03-mer,22/04/2026,14-16,3A,Liceo Scientifico P. P. Pasolini,Potenza,citizen science,5,Anita
12,04-gio,23/04/2026,9-11,"3O,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,3,Anita
12,05-ven,24/04/2026,8-10,4ASA,Liceo Scientifico G. Galilei,Pescara,citizen science,2,Anita
12,05-ven,24/04/2026,8-10,3M,Liceo Scientifico Vitruvio Pollione,Avezzano,orientamento e competenze,1,Ida
12,05-ven,24/04/2026,9-11,3A,Liceo Scientifico e Linguistico M.Curie,Giulianova,orientamento e competenze,1,Ida
13,01-lun,27/04/2026,14-16,"4BU,4CU",Liceo Pascal,Pompei,orientamento e competenze,2,Andreea
13,02-mar,28/04/2026,14-16,"3C,3D",Liceo Scientifico e Linguistico M.Curie,Giulianova,citizen science,5,Anita
13,03-mer,29/04/2026,8-10,4ASA,Liceo Scientifico G. Galilei,Pescara,citizen science,3,Anita
13,03-mer,29/04/2026,14-16,"4AS,4BS",Liceo Pascal,Pompei,orientamento e competenze,1,Ida
13,04-gio,30/04/2026,8-10,"3D,4B",Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Anita
13,04-gio,30/04/2026,14-16,4BNO,Lic. Scientifico Bafile,L'Aquila,orientamento e competenze,1,Anita
13,05-ven,01/05/2026,9-11,"3F,3G",Liceo Scientifico Einstein,Teramo,citizen science,4,Andreea
13,05-ven,01/05/2026,9-11,3A,Liceo Scientifico e Linguistico M.Curie,Giulianova,orientamento e competenze,2,Ida
14,01-lun,04/05/2026,8-10,4ASA,Liceo Scientifico G. Galilei,Pescara,citizen science,4,Anita
14,01-lun,04/05/2026,14-16,4BNO,Lic. Scientifico Bafile,L'Aquila,orientamento e competenze,2,Anita
14,01-lun,04/05/2026,14-16,4AS-SAA,Liceo Pascal,Pompei,citizen science,4,Andreea
14,01-lun,04/05/2026,14-16,"4BU,4CU",Liceo Pascal,Pompei,presentazione manuali,1,Andreea
14,02-mar,05/05/2026,8-10,4B,Liceo Scientifico G. Galilei,Pescara,citizen science,4,Andreea
14,03-mer,06/05/2026,14-16,"3AS,4DS",Liceo Pascal,Pompei,presentazione manuali,1,Anita
14,04-gio,07/05/2026,9-11,"3CL,3GL",IIS PeanoRosa,Nereto,citizen science,4,Anita
14,05-ven,08/05/2026,8-10,"3O,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,4,Anita
14,05-ven,08/05/2026,9-11,3C,IIS. E. Mattei,Vasto,presentazione manuali,1,Ida
14,05-ven,08/05/2026,9-11,4C,Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Margherita
14,05-ven,08/05/2026,9-11,"4D,4F",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Margherita
14,05-ven,08/05/2026,14-16,4MA,IIS L.Da Vinci-De Giorgio,Lanciano,orientamento e competenze,1,Andreea
14,05-ven,08/05/2026,14-16,3A,Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,1,Anita
15,01-lun,11/05/2026,8-10,4MA,IIS L.Da Vinci-De Giorgio,Lanciano,orientamento e competenze,2,Andreea
15,01-lun,11/05/2026,9-11,4CI,IIS Amedeo D'Aosta,L'Aquila,citizen science,5,Andreea
15,01-lun,11/05/2026,9-11,"3O,4H",Liceo Scientifico Leonardo da Vinci,Pescara,citizen science,5,Anita
15,02-mar,12/05/2026,8-10,4B,Liceo Scientifico G. Galilei,Pescara,citizen science,5,Andreea
15,02-mar,12/05/2026,8-10,4H,Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Ida
15,02-mar,12/05/2026,14-16,4ASA,Liceo Scientifico G. Galilei,Pescara,citizen science,5,Anita
15,02-mar,12/05/2026,14-16,"3C,3E",Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,2,Anita
15,03-mer,13/05/2026,14-16,"4AS,4BS",Liceo Pascal,Pompei,orientamento e competenze,2,Ida
15,03-mer,13/05/2026,14-16,3A,Liceo Scientifico P. P. Pasolini,Potenza,orientamento e competenze,2,Anita
15,04-gio,14/05/2026,9-11,"3F,3G",Liceo Scientifico Einstein,Teramo,citizen science,5,Andreea
15,05-ven,15/05/2026,8-10,3M,Liceo Scientifico Vitruvio Pollione,Avezzano,orientamento e competenze,2,Ida
15,05-ven,15/05/2026,9-11,"3CL,3GL",IIS PeanoRosa,Nereto,citizen science,5,Anita
15,05-ven,15/05/2026,9-11,"4B,4C",IIS. E. Mattei,Vasto,orientamento e competenze,2,Anita
15,05-ven,15/05/2026,9-11,3B,Liceo Scientifico Vitruvio Pollione,Avezzano,orientamento e competenze,2,Ida
15,05-ven,15/05/2026,14-16,4AS-SAA,Liceo Pascal,Pompei,citizen science,5,Andreea
16,01-lun,18/05/2026,8-10,3BLSA,IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Anita
16,01-lun,18/05/2026,8-10,"3DSA,3I",Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Ida
16,01-lun,18/05/2026,8-10,4ASA,Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Anita
16,01-lun,18/05/2026,9-11,4BSA,Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Ida
16,01-lun,18/05/2026,9-11,4H,Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
16,01-lun,18/05/2026,14-16,4AS-SAA,Liceo Pascal,Pompei,presentazione manuali,1,Andreea
16,01-lun,18/05/2026,14-16,"3A,4A",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Anita
16,01-lun,18/05/2026,14-16,"3C,3E",Liceo Scientifico P. P. Pasolini,Potenza,presentazione manuali,1,Anita
16,02-mar,19/05/2026,8-10,"3O,4O",Liceo Scientifico Leonardo da Vinci,Pescara,presentazione manuali,1,Anita
16,02-mar,19/05/2026,9-11,3B,Liceo Scientifico Vitruvio Pollione,Avezzano,presentazione manuali,1,Ida
16,02-mar,19/05/2026,9-11,3D,Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Anita
16,02-mar,19/05/2026,14-16,"3AtMb,3InA",IIS L.Da Vinci-De Giorgio,Lanciano,presentazione manuali,1,Anita
16,03-mer,20/05/2026,8-10,3A,IIS. E. Mattei,Vasto,presentazione manuali,1,Anita
16,03-mer,20/05/2026,8-10,3M,Liceo Scientifico Vitruvio Pollione,Avezzano,presentazione manuali,1,Ida
16,03-mer,20/05/2026,14-16,"4ALSA,4CI",IIS Amedeo D'Aosta,L'Aquila,presentazione manuali,1,Andreea
16,03-mer,20/05/2026,14-16,4BNO,Lic. Scientifico Bafile,L'Aquila,presentazione manuali,1,Anita
16,03-mer,20/05/2026,14-16,"4AS,4BS",Liceo Pascal,Pompei,presentazione manuali,1,Ida
16,04-gio,21/05/2026,8-10,"4AtA,4MA",IIS L.Da Vinci-De Giorgio,Lanciano,presentazione manuali,1,Andreea
16,04-gio,21/05/2026,8-10,"4B,4C",IIS. E. Mattei,Vasto,presentazione manuali,1,Anita
16,04-gio,21/05/2026,8-10,4B,Liceo Scientifico G. Galilei,Pescara,presentazione manuali,1,Andreea
16,04-gio,21/05/2026,9-11,"3CL,3GL",IIS PeanoRosa,Nereto,presentazione manuali,1,Anita
16,04-gio,21/05/2026,9-11,"3F,3G",Liceo Scientifico Einstein,Teramo,presentazione manuali,1,Andreea
16,04-gio,21/05/2026,9-11,3A,Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Ida
16,04-gio,21/05/2026,9-11,3C,Liceo Scientifico e Linguistico M.Curie,Giulianova,presentazione manuali,1,Anita
